content,category,example1,example2,example3,source,ans
다음 제시된 의미에 해당하는 관용구의 공통된 요소는 무엇일까요?  <이제까지 하지 않던 일까지 활동 범위를 넓힌다/아슬아슬하여 마음이 조마조마하도록 몹시 애달다/부정적인 일이나 찜찜한 일에 대하여 관계를 청산하다.>,객관식,손,머리,발,장학퀴즈,손
축제의 도시'라 불리는 보령시는 연간 1500여만 명이 찾는 국내 최대의 관광휴양도시입니다. 다음 중 보령의 8가지 풍경을 볼 수 있는 '보령 8경'에 속하지 않는 것은 무엇일까요?,객관식,무창포 바닷길,대천 해수욕장,도담상봉,장학퀴즈,도담상봉
우유를 데우면 표면에 얇은 막이 생기는데요. 우유 속에 들어 있는 영양소 중 하나인 이것이 웅고하면서 생기는 현상입니다. 3대 영양소 중 하나로 우리 몸의 효소와 근육의 주요 성분으로 열에 의해 변성되는 특징이 있는 이것은 무엇일까요?,객관식,단백질,지방,탄수화물,장학퀴즈,단백질
주몽'이라는 이름의 뜻은?,객관식,힘이 센 사람,활을 잘 쏘는 사람,말을 잘 타는 사람,장학퀴즈,활을 잘 쏘는 사람
아버지 주몽에 이어 고구려의 2대 왕이 된 인물은?,객관식,유리,온조,모본,장학퀴즈,유리
"주몽이 말한 ""이것을 연결하고 거북이를 무리 짓게 하여라""의 이것은?",객관식,미역 줄기,산호초,갈대,장학퀴즈,갈대
현실 세계의 모습에 3차원의 가상 이미지를 겹쳐 보여주는 기술의 이름은?,객관식,VR(가상현실),AR(증강현실),MR(혼합현실),장학퀴즈,AR(증강현실)
웹사이트에 접속 시 만들어지는 임시 파일로 상품 구매 내역 신용타드 번호 아이디 비밀번호 IP 주소 등 개인 정보를 담고 있는 것은?,객관식,쿠키,캐시,파밍,장학퀴즈,쿠키
주민등록번호를 대신하는 개인 식별 번호로 인터넷상에서 자신의 신분을 확인하는데 쓰이는 것은?,객관식,공인인증서,아이핀,일회용 비밀번호,장학퀴즈,아이핀
스마트폰 컴퓨터 등 첨단 디지털 기기에 익숙한 나머지 뇌가 현실에 무감각해지는 현상은?,객관식,팝콘브레인,디지털 치매,터널 증후군,장학퀴즈,팝콘브레인
네덜란드 개발자 귀도 반 로섬이 만든 프로그래밍 언어로 간결하고 생산성이 높아 각광받고 있는 언어는?,객관식,스칼라,파이썬,자바,장학퀴즈,파이썬
인간의 두뇌를 모방한 인공 신경망을 기반으로 방대한 데이터를 컴퓨터가 스스로 학습하게 하는 이 기술은?,객관식,딥러닝,컴파일러,빅데이터,장학퀴즈,딥러닝
유네스코 세계유산으로 등재된 이곳은 공주의 대표적인 명소입니다. 640년 신라의 고승 자장율사가 창건하였으며 공주의 7경이기도 한 이곳은 어디일까요?,객관식,마곡사,동학사 ,수덕사,장학퀴즈,마곡사
다음 관용구에서 나타나는 공통적인 단어는 무엇일까요? <잘난 체하고 뽐내는 기세가 있다/근심에 싸여 기가 죽고 맥이 빠지다/어린아이가 가진 적은 돈>,객관식,얼굴,코,눈,장학퀴즈,코
BC 1500년경부터 인류가 사용해 온 이 금속은 실온에서 청백색의 광택을 내며 매우 연하고 잘 늘어지는 특성을 갖고 있습니다. 오랜 기간 이 금속에 노출되면 중독이 되고 변비 구토 식욕부진 및 빈혈 호흡곤란이 나타나는데요. 이것은 무엇일까요?,객관식,우라늄,납,세슘,장학퀴즈,납
수나라 30만 대군 중 2청 7백여 명만 살아서 돌아간 을지문덕 장군의 대표적인 전투는?,객관식,살수대첩,안시성전투,귀주대첩,장학퀴즈,살수대첩
수나라 30만 대군을 이끌고 쳐들어왔지만 을지문덕 장군에게 참패한 뒤 하옥된 인물은?,객관식,우중문,이원호,고선지,장학퀴즈,우중문
전쟁터 주변에 식량과 군수물자를 전부 치워버려 사기와 체력을 저하시키는 전술의 이름은?,객관식,청야전술,삼병전술,인해전술,장학퀴즈,청야전술
이것은 '현재 유행하는'이라는 뜻으로 1960년대에 시작된 자메이카의 대중음악을 말합니다. 라틴 음악의 일종으로 2박자 4박자의 리듬이 강약의 변화를 이루면서 경쾌한 느낌을 주는데요. 자메이카 빈민층 음악에서 비롯된 이 음악은 무엇일까요?,객관식,컨트리,재즈,레게,장학퀴즈,레게
경기가 침체할 때 전반적인 소비는 감소하지만 일부 저가 제품의 판매가 오히려 증가하는 현상을 말합니다. 불황기에 최저 비용으로 소비 욕구를 충족하려는 심리를 반영한 이 효과는 무엇일까요?,객관식,립스틱 효과,하이일 효과,스타킹 효과,장학퀴즈,립스틱 효과
케쿨레'라는 과학자는 꿈에서 뱀이 자기 꼬리를 무는 꿈을 꾸고 '이것'의 구조를 생각해냈습니다. 6개의 탄소 원자와 6개의 수고 원자로 이루어진 대표적인 방향족 화합물로 유기 용매로 자주 쓰이는데요. 정육각형 모양의 분자인 이것은 무엇일까요?,객관식,헥세인,나프탈렌,벤젠,장학퀴즈,벤젠
인수대비의 시아버지는?,객관식,광해군,영창대군,수양대군,장학퀴즈,수양대군
과부가 된 인수대비가 엄격하게 굴었던 것은?,객관식,자녀교육,식사시간 엄수,언론 보도,장학퀴즈,자녀교육
왕실 여인들을 위해 인수대비가 편찬한 책의 이름은?,객관식,내훈,사소절,규중요람,장학퀴즈,내훈
과거 청나라의 서태후가 즐겨 마셨던 것으로 중국 원난성의 특산물이자 세계 3대 명차라 불리는 이 파는 무엇일까요?,객관식,우롱차,보이차,홍차,장학퀴즈,보이차
다음 한국의 아이돌 그룹 중 중국인 멤버가 없는 그룹은 무엇일까요?,객관식,엑소,방탄소년단,갓세븐,장학퀴즈,방탄소년단
다음 유명한 중국 스포츠 스타 중 다른 3명과 종목이 다른 선수는 누구일까요?,객관식,야오밍,쑨양,닝저타오,장학퀴즈,야오밍
2018년 4월 27일 이곳에 위치한 평화의 집에서 남북정상회담이 열렸는데요. 이곳은 본래 휴전을 관리하는 장소로 이용되었으나 1971년 이후 회담을 위한 장소 및 남북을 왕래하는 통로로 사용되고 있습니다. 이곳은 어디일까요?,객관식,판문점,광화문,평양,장학퀴즈,판문점
중국에서 절대로 주면 안 되는 생일 선물은 무엇일까요?,객관식,시계,술,꽃,장학퀴즈,시계
새집에서 일이 술술 잘 풀리라는 의미로 한국에선 집들이 선물로 이것을 주기도 합니다. 이것은 무엇일까요?,객관식,휴지,현금,술,장학퀴즈,휴지
다음 인물 중 중국의 역대 국가주석이 아닌 사람은 누구일까요?,객관식,마오쩌둥,시진핑,덩샤오핑,장학퀴즈,덩샤오핑
진덕여왕에 이어 왕으로 추대되지만 김춘추를 왕으로 추천한 인물은?,객관식,알천,호림,우소,장학퀴즈,알천
경기도 구리시 인창동에 위치한 조선 역대의 왕릉군인 '이것'은 2009년 6월 유네스코 세계유산으로 등재됐습니다. 태조의 건원릉을 시작으로 조선 시대 왕족이 하나의 군락을 이루고 있는데요. 조선왕조 500년의 역사를 한 눈에 볼 수 있는 '이것'은?,객관식,서오릉,동구릉,융건릉,장학퀴즈,동구릉
갓난아이가 두 팔을 머리 위로 벌리고 자는 잠'을 뜻하는 것은?,객관식,토끼잠,나비잠,노루잠,장학퀴즈,나비잠
농사와 국왕의 권위를 위해 선덕여왕이 지은 천문관측 건물은?,객관식,참성단,첨성대,안압지,장학퀴즈,첨성대
선덕영왕이 국왕이 될 수 있었던 신라시대의 신분제도는?,객관식,골품제,반상제,사농공상,장학퀴즈,골품제
당나라 태종이 선덕여왕에게 보낸 꽃은?,객관식,수국,모란,매화,장학퀴즈,모란
후계자로 진덕영왕이 지목되자 비담은 반란을 일으켰다.,O/X,O,X,,장학퀴즈,O
한국의 만 원권 지폐에 등장하는 인물은 세종대왕이다.,O/X,O,X,,장학퀴즈,O
진덕여왕이 진골 귀족들에게 고곡을 가지고 다니게 했다.,O/X,O,X,,장학퀴즈,X
중앙 귀족과 대비되는 용어로 지방의 토착세력을 호족이라 한다.,O/X,O,X,,장학퀴즈,O
6두품 신분으로 진성여왕에게 구체적 개혁안인 시무책 10여 조를 제시한 인물은 최치원이다.,O/X,O,X,,장학퀴즈,O
현존하진 않지만 진성여왕에 의해 만들어진 최초의 향가집은 삼대목이다.,O/X,O,X,,장학퀴즈,O
진성여왕의 선양을 받아 뒤이어 왕이 된 인물은 효공왕이다.,O/X,O,X,,장학퀴즈,O
우리나라의 도시 이름은 옛 지명에서 유래된 것이 많은데요. 다음 중 도시와 옛 지명이 잘못 짝지어진 것은 무엇일까요?,객관식,대전-한밭,경주-서라벌,대구-미추홀,장학퀴즈,대구-미추홀
법전을 제정하여 중앙집권 체계를 강화하려 한 '이 왕'의 이름을 따 최초의 성문법이 만들어졌는데요. 성문법은 '눈에는 눈 이에는 이'라는 동해 복수법에 기초한 형벌법으로 유명합니다. '이 왕'은 함무라비입니다.,O/X,O,X,,장학퀴즈,O
국민 소환은 선거에 의해 선출된 대표를 국민의 의사에 따라 임기가 끝나기 전에 해직시키는 제도입니다.,O/X,O,X,,장학퀴즈,O
아들 이방원을 피해 태조 이성계는 함흥으로 떠났다.,O/X,O,X,,장학퀴즈,O
이방원에게 죽임을 당한 뒤 그에 의해 영의전 관직을 받게 된 인물은 정몽주이다.,O/X,O,X,,장학퀴즈,O
정종으로 즉위했던 이방원의 둘째 형의 이름은 방과이다.,O/X,O,X,,장학퀴즈,O
수양대군에게 4번이나 1등 공신으로 책봉됐던 인물은 한명회이다.,O/X,O,X,,장학퀴즈,O
계유정난을 일으키는 것을 망설이던 수양대군의 의지를 되살리기 위해 정희왕후는 갑옷을 주었다.,O/X,O,X,,장학퀴즈,O
수양대군을 도와 계유정난을 성공시킨 공신으로 김종서릐 집을 포상으로 받은 인물은 시녀이다.,O/X,O,X,,장학퀴즈,O
광해군은 주변국들을 상대로 중립외교를 펼쳤다.,O/X,O,X,,장학퀴즈,O
광해군의 폐위를 의논하며 인조반정을 주도한 장소는 세검정이다.,O/X,O,X,,장학퀴즈,O
반정 세력을 피해 광해둔을 자신의 집으로 피신시킨 의관은 안국신이다.,O/X,O,X,,장학퀴즈,O
광해군의 신임을 받던 상궁으로 역모가 일어날 것을 알았디만 반정 세력과 결탁해 거진을 고한 인물은 김개시이다.,O/X,O,X,,장학퀴즈,O
국무조정실은 세종시에 있는 기관이다.,O/X,O,X,,장학퀴즈,O
아는 것이 힘이다'라는 표현으로 대중에게 알려진 인물은 베이컨이다.,O/X,O,X,,장학퀴즈,O
고전 문학 작룸<규중칠우쟁론기>는 옷을 만드는 데 사용하는 7개의 사물들을 의인화하여 인간 세태를 풍자한 글입니다. 이 작품에서 자 바늘 골무가 등장한다.,O/X,O,X,,장학퀴즈,O
소현세자가 인질로 끌려갔을 당시 청나라의 군사제도는 팔기제입니다.,O/X,O,X,,장학퀴즈,O
인조 밥상에 독이 들어있던 음식은 전복구이이다.,O/X,O,X,,장학퀴즈,O
조선왕조실록'에 기록된 소현세자를 죽음에 이르게 한 질병은 학질이다.,O/X,O,X,,장학퀴즈,O
학문을 연마하거나 신하들과 정책을 의논하였던 것으로 사도세자가 주관했던 '행사'의 이름은 경연이다.,O/X,O,X,,장학퀴즈,O
사도세자는 아버지 영조를 보러 가야 한다는 압박으로 인해 옷을 제대로 입지 못하는 정신병이 생겼다.,O/X,O,X,,장학퀴즈,O
사도세자의 아내 혜경국 홍씨가 쓴 것으로 남편의 죽음이 소상히 기록되어 있는 책은 한중록이다.,O/X,O,X,,장학퀴즈,O
효명세자의 아버지였던 조선의 왕은 순조다.,O/X,O,X,,장학퀴즈,O
효명세자의 세자빈으로 83세에 생을 마갑해 조선에서 가장 장수한 왕비는 신정왕후이다.,O/X,O,X,,장학퀴즈,O
20Hz 이하의 진동하는 소리로 에너지의 손실 없이 먼 곳까지 전파되는 특징을 가지는 초음파는 코끼리의 소통 수단이다.,O/X,O,X,,장학퀴즈,X
병자호란 발생 10년 전 친명배금 정책에 화가 난 후금이 조선을 침략한 전쟁은 정유재란이다.,O/X,O,X,,장학퀴즈,X
청의 사신으로 군신관계를 요청했지만 거절당하자 마부대와 함께 10만 대군을 이끌고 병자호란을 일으킨 인물은?,객관식,용골대,도르곤,오삼계,장학퀴즈,용골대
병자호란 발생 후 인조가 길이 막힌 강화도 대신 피신한 장소는?,객관식,남한산성,행주산성,북한산성,장학퀴즈,남한산성
청의 군신관계 요청을 수락하자 주장했으며 병자호란에서 패한 뒤 항복 문서를 작성한 인물은?,객관식,최명길,곽재우,김종서,장학퀴즈,최명길 
인조가 청나라 황제에게 세 번 절하고 아홉 번 머리를 조아리는 굴욕적인 항복을 했던 장소는?,객관식,삼전도,양화진,노들마루,장학퀴즈,삼전도
인조가 굴욕적인 항복을 할 때 땅에 머리를 얼마나 세게 박는지 측정했던 물건은?,객관식,술잔,머리의 피,단상의 흔적,장학퀴즈,술잔
볼모로 잡혀있던 소현세자가 조선에 돌아오는 날 청나라 황제에게 받은 물건은?,객관식,붓 ,벼루,지도,장학퀴즈,벼루
병자호란을 배경으로 비운에 쓰러진 명장을 영웅화하며 당시 집권층에 대한 비판의식을 담고 있는 소설 작품은?,객관식,홍길동전,사씨남정기,임경업전,장학퀴즈,임경업전
합법적으로 소유하고 있던 사용자의 도메인을 탈취하거나 도메인 네임 시스템 또는 프락시 서버의 주소를 변조함으로써 개인정보를 훔치는 새로운 컴퓨터 범죄 수법입니다. 공식 사이트의 도메인을 중간에서 탈취하는 수법은?,객관식,파밍,스미싱,피싱,장학퀴즈,파밍
눈동자의 운동 및 명암에 따른 홍재의 수축 작용을 조절하는 뇌의 이 부분은 어디일까요?,객관식,간뇌,중간뇌,소뇌,장학퀴즈,중간뇌
열을 가해 순간적으로 연소반응을 일으켜 불꽃의 색을 내는 이온은?,객관식,원자단이온,금속이온,비금속이온,장학퀴즈,금속이온
적혈구 속 헤모글로빈에 포함되어 있어 산소를 운반하는 이온은?,객관식,철이온,수소이온,소듐이온,장학퀴즈,철이온
공기 성분 중 4번째로 많으며 다른 물질과 화학작용을 싫어하는 무색무취의 비활성화 기체인 이 원소는?,객관식,칼륨,아르곤,네온,장학퀴즈,칼륨
수국의 색을 붉은색 혹은 푸른색으로 변하게 하는 토양의 '이것'은?,객관식,수분함량,온도,pH,장학퀴즈,pH
베토벤의 풀네임은?,객관식,프란츠 베토벤,루트비히 판 베토벤,볼프강 아마데우스 베토벤,런닝맨,루트비히 판 베토벤
